3472.44	195698848	1.95698848	9.74	30.73	-41.97
3455.5	200427520	2.0042752	3.66	25.31	-43.3
3434.58	182908880	1.8290888	-2.81	19.69	-44.99
3520.67	215374624	2.15374624	-0.98	15.56	-33.06
3510.35	200471344	2.00471344	-0.35	12.37	-25.46
3516.19	193482304	1.93482304	0.6	10.02	-18.83
3580	283856480	2.8385648	6.44	9.3	-5.73
3578.96	273707904	2.73707904	10.85	9.61	2.48
3642.47	299849280	2.9984928	19.25	11.54	15.42
3651.77	261178768	2.61178768	26.36	14.5	23.7
3636.09	298201792	2.98201792	30.37	17.68	25.39
3612.49	227785232	2.27785232	31.29	20.4	21.78
3627.91	198451104	1.98451104	32.88	22.9	19.97
3533.78	269983264	2.69983264	26.24	23.56	5.36
3563.74	182551920	1.8255192	23.13	23.48	-0.69
3572.88	187889616	1.87889616	21.16	23.02	-3.7
3539.18	176963664	1.76963664	16.69	21.75	-10.12
3296.26	184418416	1.84418416	-6.38	16.12	-45.01
3287.71	266882080	2.6688208	-25.07	7.89	-65.91
3361.84	238886672	2.38886672	-33.51	-0.39	-66.23
3125	70569120	0.7056912	-58.63	-12.04	-93.19
3186.41	286440832	2.86440832	-72.75	-24.18	-97.14
3016.7	271643680	2.7164368	-96.52	-38.65	-115.74
3022.86	207659616	2.07659616	-113.55	-53.63	-119.84
2949.6	194282112	1.94282112	-131.45	-69.19	-124.51
3007.65	212905648	2.12905648	-139.34	-83.22	-112.23
2900.97	198721696	1.98721696	-152.44	-97.07	-110.75
2913.84	164699696	1.64699696	-159.95	-109.64	-100.61
3007.74	205279696	2.05279696	-156.51	-119.02	-74.99
2976.69	216505472	2.16505472	-154.51	-126.12	-56.79
2880.48	191675664	1.91675664	-158.86	-132.66	-52.39
2916.56	159810736	1.59810736	-157.58	-137.65	-39.86
2938.51	153039056	1.53039056	-153.03	-140.72	-24.61
2749.79	210836048	2.10836048	-162.77	-145.13	-35.28
2735.56	215722048	2.15722048	-169.69	-150.05	-39.29
2655.66	171120288	1.71120288	-179.55	-155.95	-47.2
2737.6	186673104	1.86673104	-178.69	-160.49	-36.39
2688.85	156383744	1.56383744	-179.87	-164.37	-31
2749.57	158078208	1.58078208	-173.9	-166.28	-15.25
2739.25	148397216	1.48397216	-168.06	-166.63	-2.86
2781.02	170382016	1.70382016	-158.24	-164.96	13.42
2763.49	141186288	1.41186288	-150.15	-161.99	23.69
2746.2	129263936	1.29263936	-143.47	-158.29	29.64
2836.57	195961616	1.95961616	-129.4	-152.51	46.23
2867.34	216909920	2.1690992	-114.44	-144.9	60.91
2862.89	219203872	2.19203872	-101.77	-136.27	69
2860.02	163391408	1.63391408	-90.92	-127.2	72.57
2927.18	232176048	2.32176048	-76.02	-116.96	81.89
2903.33	199740656	1.99740656	-65.38	-106.65	82.53
2928.9	213410384	2.13410384	-54.26	-96.17	83.81
2741.25	270284416	2.70284416	-59.9	-88.92	58.03
2767.21	191110464	1.91110464	-61.57	-83.45	43.76
2687.98	207410704	2.07410704	-68.49	-80.46	23.93
2733.17	187207440	1.8720744	-69.53	-78.27	17.48
2849.68	270961792	2.70961792	-60.26	-74.67	28.82
2859.76	287478208	2.87478208	-51.5	-70.04	37.07
2874.15	312495168	3.12495168	-42.91	-64.61	43.4
2897.34	217466832	2.17466832	-33.83	-58.45	49.24
2901.39	233482656	2.33482656	-26.02	-51.97	51.9
2862.56	183355376	1.83355376	-22.69	-46.11	46.84
2804.73	138979456	1.38979456	-24.45	-41.78	34.67
2810.31	127247552	1.27247552	-25.09	-38.44	26.7
2859.5	194816032	1.94816032	-21.39	-35.03	27.28
2864.37	163386672	1.63386672	-17.86	-31.6	27.48
2870.43	186492528	1.86492528	-14.4	-28.16	27.51
2904.83	200290208	2.00290208	-8.79	-24.28	30.99
2955.15	313332736	3.13332736	-0.28	-19.48	38.42
3018.8	352400448	3.52400448	11.48	-13.29	49.53
2999.36	270377312	2.70377312	19	-6.83	51.67
3009.96	216977456	2.16977456	25.53	-0.36	51.77
2960.97	237006400	2.370064	26.44	5	42.88
2979.43	175074336	1.75074336	28.33	9.66	37.32
2957.82	202021248	2.02021248	27.76	13.28	28.95
2919.83	182965344	1.82965344	23.96	15.42	17.09
3000.65	210371456	2.10371456	27.17	17.77	18.8
3003.92	220413440	2.2041344	29.63	20.14	18.97
3009.53	206545872	2.06545872	31.67	22.45	18.44
3053.07	256730336	2.56730336	36.37	25.23	22.29
3050.59	232262048	2.32262048	39.45	28.08	22.75
3008.42	220919504	2.20919504	38.05	30.07	15.96
2984.96	187904640	1.8790464	34.64	30.98	7.32
3033.96	220018320	2.2001832	35.49	31.89	7.21
3023.65	182718672	1.82718672	34.93	32.49	4.87
3066.64	310003232	3.10003232	37.52	33.5	8.04
3082.36	208237824	2.08237824	40.37	34.87	11
3078.12	189613056	1.89613056	41.81	36.26	11.1
3033.66	183304512	1.83304512	38.92	36.79	4.25
3042.82	156533200	1.565332	36.94	36.82	0.23
2972.58	283144224	2.83144224	29.36	35.33	-11.94
2952.89	189406848	1.89406848	21.52	32.57	-22.1
2959.24	137211664	1.37211664	15.64	29.18	-27.09
2946.67	125856240	1.2585624	9.85	25.31	-30.94
2964.7	117711600	1.177116	6.64	21.58	-29.88
2953.67	130867640	1.3086764	3.17	17.9	-29.46
2945.59	138663280	1.3866328	-0.23	14.27	-29.01
2938.32	109310624	1.09310624	-3.47	10.72	-28.39
2992.64	168703648	1.68703648	-1.64	8.25	-19.78
2991.27	165407104	1.65407104	-0.29	6.54	-13.67
2997.84	144831376	1.44831376	1.29	5.49	-8.4
2913.25	206796496	2.06796496	-4.24	3.54	-15.56
2832.11	180378336	1.80378336	-14.99	-0.16	-29.65
2832.59	120829312	1.20829312	-23.2	-4.77	-36.86
2837.04	135795472	1.35795472	-29.02	-9.62	-38.8
2835.86	136337648	1.36337648	-33.34	-14.36	-37.95
2827.11	114319712	1.14319712	-37.04	-18.9	-36.29
2850.86	114653592	1.14653592	-37.63	-22.64	-29.96
2843.68	123369064	1.23369064	-38.23	-25.76	-24.93
2807.51	140487824	1.40487824	-41.15	-28.84	-24.62
2806.91	111595072	1.11595072	-43.02	-31.67	-22.69
2825.48	108700896	1.08700896	-42.51	-33.84	-17.34
2843.65	120470456	1.20470456	-40.18	-35.11	-10.14
2821.67	111452448	1.11452448	-39.65	-36.02	-7.26
2815.09	103527264	1.03527264	-39.3	-36.67	-5.26
2822.44	114766800	1.147668	-38	-36.94	-2.12
2821.05	109845824	1.09845824	-36.66	-36.88	0.45
2822.45	106319592	1.06319592	-35.07	-36.52	2.89
2916.62	215260336	2.15260336	-25.92	-34.4	16.96
2913.51	188386416	1.88386416	-18.71	-31.26	25.11
2925.23	159716912	1.59716912	-11.9	-27.39	30.97
2938.68	172021024	1.72021024	-5.36	-22.98	35.24
2934.1	141993744	1.41993744	-0.55	-18.5	35.9
2936.04	132987864	1.32987864	3.39	-14.12	35.02
2927.16	143046064	1.43046064	5.73	-10.15	31.75
2833.07	169255440	1.6925544	-0.01	-8.12	16.22
2842.19	119755272	1.19755272	-3.78	-7.26	6.94
2887.21	166671072	1.66671072	-3.1	-6.43	6.64
2872.82	173882768	1.73882768	-3.68	-5.88	4.39
2885.11	171472512	1.71472512	-3.11	-5.32	4.42
2888.81	136571056	1.36571056	-2.34	-4.73	4.78
2878.56	164359088	1.64359088	-2.52	-4.29	3.53
2905.55	130590424	1.30590424	-0.48	-3.52	6.09
2891.96	136137376	1.36137376	0.04	-2.81	5.7
2854.29	190842608	1.90842608	-2.56	-2.76	0.4
2895.7	156697472	1.56697472	-1.27	-2.46	2.39
2912.56	173871040	1.7387104	1.11	-1.75	5.71
2931.59	193215584	1.93215584	4.47	-0.5	9.96
2929.61	154464928	1.54464928	6.9	0.98	11.85
2932.48	141246224	1.41246224	8.96	2.57	12.77
2988.6	222017136	2.22017136	14.94	5.05	19.79
3006.39	235204448	2.35204448	20.88	8.21	25.33
3017.29	212370912	2.12370912	26.16	11.8	28.71
3016.85	222681664	2.22681664	29.96	15.43	29.06
2988.09	168986864	1.68986864	30.31	18.41	23.8
2994.92	224338224	2.24338224	30.78	20.88	19.79
3049.38	259486288	2.59486288	35.14	23.74	22.81
3060.69	253659392	2.53659392	39.06	26.8	24.52
3054.02	180194800	1.801948	41.16	29.67	22.97
3054.3	172866400	1.728664	42.35	32.21	20.28
3043.56	177496560	1.7749656	41.94	34.15	15.58
3036.6	155361472	1.55361472	40.59	35.44	10.3
3027.9	138242816	1.38242816	38.38	36.03	4.7
3039.01	163767376	1.63767376	37.09	36.24	1.7
3012.82	162010176	1.62010176	33.58	35.71	-4.27
3015.83	144206576	1.44206576	30.68	34.7	-8.05
3050.17	156694512	1.56694512	30.79	33.92	-6.26
2992	280160928	2.80160928	25.89	32.32	-12.84
2994.32	190564944	1.90564944	21.95	30.24	-16.59
2979.34	150101536	1.50101536	17.41	27.67	-20.53
2953.39	147407760	1.4740776	11.58	24.46	-25.75
2971.28	115468896	1.15468896	8.32	21.23	-25.83
2978.46	141141328	1.41141328	6.23	18.23	-23.99
2982.43	133933304	1.33933304	4.85	15.55	-21.41
2976.7	141857104	1.41857104	3.25	13.09	-19.69
3004.28	155729840	1.5572984	4.16	11.31	-14.29
3025.68	169995440	1.6999544	6.53	10.35	-7.64
3018.75	164675168	1.64675168	7.77	9.83	-4.14
3002.64	161879488	1.61879488	7.36	9.34	-3.96
3050.67	168173664	1.68173664	10.79	9.63	2.31
3125.2	297616512	2.97616512	19.29	11.56	15.46
3110.04	278328928	2.78328928	24.53	14.15	20.75
3109.55	213839632	2.13839632	28.31	16.99	22.66
3104.11	229359088	2.29359088	30.52	19.69	21.66
3108.1	194347456	1.94347456	32.22	22.2	20.05
3084.81	185387920	1.8538792	31.33	24.03	14.61
3089.71	161368960	1.6136896	30.66	25.35	10.62
3085.88	145707440	1.4570744	29.49	26.18	6.62
3068.33	174032976	1.74032976	26.83	26.31	1.04
3070.31	149663904	1.49663904	24.6	25.97	-2.74
3070.03	144500000	1.445	22.55	25.28	-5.47
3074.68	140434816	1.40434816	21.06	24.44	-6.76
3085.49	141368608	1.41368608	20.51	23.65	-6.28
3063.31	155191088	1.55191088	18.08	22.54	-8.92
3067.35	150446912	1.50446912	16.29	21.29	-10
3072.1	144963312	1.44963312	15.08	20.05	-9.93
3090.71	172908528	1.72908528	15.45	19.13	-7.36
3091.93	186956768	1.86956768	15.66	18.43	-5.55
3095.95	145883776	1.45883776	15.96	17.94	-3.95
3078.85	160692928	1.60692928	14.66	17.28	-5.25
3021.98	206012080	2.0601208	8.93	15.61	-13.37
3023.51	135387584	1.35387584	4.46	13.38	-17.84
3002.85	133413400	1.334134	-0.74	10.56	-22.59
3026.05	119225024	1.19225024	-2.95	7.86	-21.62
3023	118924120	1.1892412	-4.9	5.31	-20.4
3025.87	115721216	1.15721216	-6.13	3.02	-18.3
3042.31	139309552	1.39309552	-5.72	1.27	-13.99
3033.9	125590976	1.25590976	-6.01	-0.19	-11.64
2980.43	144330288	1.44330288	-10.43	-2.23	-16.38
2998.17	121701448	1.21701448	-12.35	-4.26	-16.19
2987.86	104625696	1.04625696	-14.55	-6.32	-16.46
2998.48	113213920	1.1321392	-15.25	-8.1	-14.3
3004.7	101333560	1.0133356	-15.13	-9.51	-11.25
3048.14	160051104	1.60051104	-11.4	-9.89	-3.03
3065.25	167273504	1.67273504	-6.99	-9.31	4.64
3058.5	142493584	1.42493584	-3.98	-8.24	8.52
3061.35	154756720	1.5475672	-1.36	-6.87	11.01
3063.81	155373712	1.55373712	0.91	-5.31	12.44
3041.17	163733264	1.63733264	0.87	-4.08	9.89
3083.88	182042464	1.82042464	4.23	-2.41	13.3
3084.72	182470144	1.82470144	6.89	-0.55	14.89
3084.46	160691360	1.6069136	8.87	1.33	15.08
3090.94	187388064	1.87388064	10.84	3.23	15.21
3128.25	240522352	2.40522352	15.24	5.63	19.2
3131.94	203380896	2.03380896	18.8	8.27	21.07
3116.31	191663264	1.91663264	20.13	10.64	18.98
3112.35	158008784	1.58008784	20.63	12.64	15.98
3104.27	181774128	1.81774128	20.14	14.14	12
3100.49	151506768	1.51506768	19.23	15.16	8.14
3122.44	160232032	1.60232032	20.04	16.13	7.81
3102.73	182722064	1.82722064	18.88	16.68	4.39
3128.94	222986256	2.22986256	19.84	17.31	5.06
3125.32	197683200	1.976832	20.08	17.87	4.43
3133.33	179418496	1.79418496	20.68	18.43	4.51
3147.89	190846976	1.90846976	22.08	19.16	5.84
3128.37	241114960	2.4111496	21.36	19.6	3.52
3171.28	244192608	2.44192608	23.98	20.48	7.01
3196.04	310854592	3.10854592	27.74	21.93	11.61
3210.37	329608320	3.2960832	31.5	23.84	15.32
3206.99	240886352	2.40886352	33.83	25.84	15.97
3205.06	221766992	2.21766992	35.11	27.69	14.83
3208.45	214206240	2.1420624	35.98	29.35	13.26
3192.86	209826640	2.0982664	35.01	30.48	9.06
3218.15	230652848	2.30652848	35.87	31.56	8.62
3248.35	261631552	2.61631552	38.55	32.96	11.17
3241.14	249959584	2.49959584	39.63	34.29	10.67
3241.74	232324528	2.32324528	40.07	35.45	9.24
3261.94	233921600	2.339216	41.57	36.67	9.8
3277	281551264	2.81551264	43.47	38.03	10.88
3282.92	320836288	3.20836288	44.94	39.41	11.06
3250.03	243576048	2.43576048	42.96	40.12	5.67
3273.31	237759872	2.37759872	42.77	40.65	4.23
3243.84	259567200	2.595672	39.78	40.48	-1.39
3204.71	223010400	2.230104	33.87	39.16	-10.57
3199.65	157572688	1.57572688	28.45	37.02	-17.14
3222.24	169072848	1.69072848	25.68	34.75	-18.14
3215.37	170710176	1.70710176	22.67	32.33	-19.33
3232.88	204023952	2.04023952	21.44	30.15	-17.42
3152.97	274708448	2.74708448	13.87	26.9	-26.06
3155.04	185164496	1.85164496	7.94	23.11	-30.33
3140.53	201358880	2.0135888	2.05	18.89	-33.69
3117.68	189990624	1.89990624	-4.42	14.23	-37.29
3122.98	164988704	1.64988704	-9.01	9.58	-37.18
3118.08	154169712	1.54169712	-12.89	5.09	-35.96
3102.88	157426752	1.57426752	-17	0.67	-35.34
3137.43	186706608	1.86706608	-17.27	-2.92	-28.7
3139.56	167804992	1.67804992	-17.11	-5.76	-22.72
3110.15	166176768	1.66176768	-19.14	-8.43	-21.42
3122.57	152571888	1.52571888	-19.52	-10.65	-17.74
3114.66	141528944	1.41528944	-20.23	-12.57	-15.33
3102.24	135727088	1.35727088	-21.54	-14.36	-14.36
3096.1	132623296	1.32623296	-22.82	-16.05	-13.53
3103.64	133267128	1.33267128	-22.96	-17.43	-11.04
3135.92	141567184	1.41567184	-20.23	-17.99	-4.47
3158.79	167860848	1.67860848	-16.03	-17.6	3.14
3165.41	174727648	1.74727648	-12.04	-16.49	8.9
3154.32	183708960	1.8370896	-9.65	-15.12	10.94
3171.24	171714080	1.7171408	-6.32	-13.36	14.07
3161.67	179759216	1.79759216	-4.41	-11.57	14.32
3136.75	178362224	1.78362224	-4.85	-10.23	10.76
3119.29	148889248	1.48889248	-6.53	-9.49	5.92
3112.76	156274208	1.56274208	-8.29	-9.25	1.91
3103.43	257886000	2.57886	-10.32	-9.46	-1.72
3108.77	136157856	1.36157856	-11.37	-9.84	-3.05
3113.01	131780128	1.31780128	-11.72	-10.22	-3
3101.3	123851424	1.23851424	-12.8	-10.73	-4.13
3123.14	122366776	1.22366776	-11.75	-10.94	-1.63
3136.77	132660392	1.32660392	-9.71	-10.69	1.96
3142.55	125973880	1.2597388	-7.54	-10.06	5.04
3149.55	112073824	1.12073824	-5.2	-9.09	7.78
3159.17	113876768	1.13876768	-2.54	-7.78	10.49
3140.17	92224736	0.92224736	-1.94	-6.61	9.35
3156.98	127198280	1.2719828	-0.1	-5.31	10.41
3153.09	128337440	1.2833744	1.02	-4.04	10.13
3166.98	144920192	1.44920192	3	-2.63	11.27
3183.18	191640320	1.9164032	5.81	-0.95	13.51
3196.7	239348912	2.39348912	9.02	1.05	15.95
3216.84	220191504	2.20191504	13.04	3.45	19.19
3217.93	188798080	1.8879808	16.13	5.98	20.3
3212.99	241507712	2.41507712	17.98	8.38	19.19
3229.62	216955936	2.16955936	20.54	10.81	19.45
3202.08	226228176	2.26228176	20.12	12.68	14.89
3239.96	232152096	2.32152096	22.58	14.66	15.85
3253.33	211673072	2.11673072	25.32	16.79	17.06
3261.22	207453776	2.07453776	27.81	18.99	17.63
3251.38	209179808	2.09179808	28.65	20.92	15.46
3253.43	186406368	1.86406368	29.15	22.57	13.16
3228.66	182581072	1.82581072	27.24	23.5	7.46
3241.73	151244320	1.5124432	26.47	24.1	4.74
3246.93	190677552	1.90677552	25.98	24.47	3.01
3230.03	181215072	1.81215072	23.95	24.37	-0.84
3218.31	157082368	1.57082368	21.15	23.72	-5.14
3233.87	156092160	1.5609216	19.96	22.97	-6.02
3242.41	164064240	1.6406424	19.48	22.27	-5.58
3240.66	160731392	1.60731392	18.75	21.57	-5.65
3216.75	167371104	1.67371104	16.05	20.46	-8.83
3212.76	136672736	1.36672736	13.43	19.06	-11.25
3237.02	163673760	1.6367376	13.16	17.88	-9.43
3239.33	146946016	1.46946016	12.99	16.9	-7.82
3241.76	144055680	1.4405568	12.9	16.1	-6.4
3268.94	189416000	1.89416	14.85	15.85	-2
3237.45	200583216	2.00583216	13.7	15.42	-3.45
3250.81	170548432	1.70548432	13.7	15.08	-2.75
3261.61	162719312	1.62719312	14.41	14.94	-1.06
3245.22	189731648	1.89731648	13.5	14.65	-2.32
3248.55	193029152	1.93029152	12.89	14.3	-2.82
3269.45	219777920	2.1977792	13.94	14.23	-0.58
3266.96	201852672	2.01852672	14.4	14.26	0.27
3252.95	161710016	1.61710016	13.48	14.11	-1.25
3241.31	216105568	2.16105568	11.68	13.62	-3.89
3210.24	247135472	2.47135472	7.65	12.43	-9.55
3222.51	196442928	1.96442928	5.39	11.02	-11.26
3270.31	248320208	2.48320208	7.37	10.29	-5.84
3281	245288000	2.45288	9.69	10.17	-0.96
3286.62	236108944	2.36108944	11.85	10.51	2.68
3269.39	232694624	2.32694624	12.03	10.81	2.43
3288.97	281281248	2.81281248	13.59	11.37	4.45
3273.83	269381792	2.69381792	13.46	11.78	3.34
3275.96	207346880	2.0734688	13.37	12.1	2.53
3246.07	214508560	2.1450856	10.76	11.83	-2.15
3222.17	212737184	2.12737184	6.69	10.8	-8.23
3196.71	188661360	1.8866136	1.39	8.92	-15.06
3170.69	213238080	2.1323808	-4.85	6.17	-22.04
3172.1	190873984	1.90873984	-9.57	3.02	-25.19
3173.15	164761744	1.64761744	-13.08	-0.2	-25.76
3129.53	186277440	1.8627744	-19.16	-3.99	-30.33
3134.57	153418304	1.53418304	-23.3	-7.86	-30.89
3140.85	169878112	1.69878112	-25.78	-11.44	-28.68
3152.19	211793072	2.11793072	-26.52	-14.46	-24.13
3154.66	162889904	1.62889904	-26.61	-16.89	-19.44
3143.71	154222960	1.5422296	-27.24	-18.96	-16.57
3135.35	163763920	1.6376392	-28.1	-20.79	-14.62
3127.37	177967488	1.77967488	-29.08	-22.45	-13.27
3103.04	176213648	1.76213648	-31.46	-24.25	-14.43
3078.61	180526912	1.80526912	-34.92	-26.38	-17.07
3080.53	135066672	1.35066672	-37.08	-28.52	-17.11
3052.78	160794448	1.60794448	-40.56	-30.93	-19.26
3061.5	191341904	1.91341904	-42.13	-33.17	-17.92
3083.51	159684096	1.59684096	-41.12	-34.76	-12.72
3090.23	135660736	1.35660736	-39.33	-35.67	-7.31
3112.96	173775568	1.73775568	-35.66	-35.67	0.02
3104.44	168674160	1.6867416	-33.06	-35.15	4.17
3090.14	148620032	1.48620032	-31.79	-34.48	5.37
3090.63	129635232	1.29635232	-30.39	-33.66	6.54
3075.68	153683730	1.5368373	-30.14	-32.96	5.63
